Month,All items,"All items, less fresh food","All items, less imputed rent","All items, less imputed rent and fresh food","All items, less fresh food and energy","All items, less food (less alcoholic beverages) and energy ",Food,Fresh food,"Food, less fresh food ",Cereals,Fish and seafood,Fresh fish and seafood,Meats,Dairy products and eggs,Vegetables and seaweeds,Fresh vegetables,Fruits,Fresh fruits,"Oils, fats and seasonings",Cakes and candies,Cooked food,Beverages,Alcoholic beverages,Meals outside the home,Housing,"Housing, less imputed rent",Rent,"Rent, less imputed rent",Repairs and maintenance,"Fuel, light and water charges",Electricity,Gas,Other fuel and light,Water and sewerage charges,Furniture and household utensils,Household durable goods,Interior furnishings,Bedding,Domestic utensils,Domestic non durable goods,Domestic services,Clothes and footwear,Clothes,Japanese clothing,Clothing,"Shirts, sweaters and underwear",Shirts and sweaters,Underwear,Footwear,Other clothing,Services related to clothing,Medical care,Medicines and health fortification,Medical supplies and appliances,Medical services,Transportation and communication,Public transportation,Private transportation,Communication,Education,School fees,School textbooks and reference books for study,Tutorial fees,Culture and recreation,Recreational durable goods,Recreational goods,Books and other reading materials,Recreational services,Miscellaneous,Personal care services,Toilet articles,Personal effects,Tobacco,Other miscellaneous,Energy,Expenses for education,Expenses for culture and recreation,Expenses for information and communication
Jun-08,2.0 ,1.9 ,2.3 ,2.3 ,0.9 ,0.1 ,3.6 ,3.6 ,3.5 ,7.7 ,2.7 ,3.3 ,4.8 ,5.5 ,6.8 ,9.5 ,-3.9 ,-4.1 ,4.9 ,6.4 ,3.6 ,-0.7 ,1.8 ,1.8 ,0.2 ,0.5 ,0.0 ,0.0 ,1.0 ,6.8 ,3.5 ,5.6 ,42.2 ,0.3 ,-0.4 ,-2.8 ,-1.2 ,-0.5 ,1.6 ,1.1 ,0.4 ,0.5 ,0.3 ,0.5 ,0.3 ,0.4 ,0.8 ,-0.5 ,1.5 ,-1.0 ,2.4 ,-0.5 ,-0.8 ,-2.1 ,0.2 ,4.3 ,1.2 ,7.0 ,0.4 ,0.7 ,0.8 ,0.0 ,0.5 ,-0.6 ,-18.2 ,0.3 ,0.4 ,1.2 ,0.6 ,0.1 ,0.4 ,2.3 ,0.1 ,0.6 ,13.7 ,0.9 ,-0.4 ,0.3 
Jul-08,2.3 ,2.4 ,2.8 ,2.8 ,1.0 ,0.2 ,3.5 ,1.8 ,3.8 ,8.0 ,3.4 ,3.7 ,5.3 ,6.4 ,2.2 ,1.5 ,-0.4 ,-0.6 ,3.6 ,7.5 ,3.7 ,-0.2 ,2.0 ,1.9 ,0.2 ,0.5 ,0.0 ,0.0 ,1.1 ,9.3 ,5.4 ,7.6 ,53.2 ,0.3 ,0.4 ,-2.4 ,-1.3 ,-0.4 ,2.1 ,3.3 ,0.3 ,0.3 ,0.3 ,0.3 ,0.3 ,-0.2 ,-0.2 ,-0.4 ,1.3 ,-0.8 ,2.4 ,-0.3 ,-0.1 ,-2.0 ,0.2 ,5.2 ,1.2 ,8.4 ,0.4 ,0.7 ,0.8 ,0.0 ,0.6 ,-0.3 ,-19.4 ,1.0 ,0.3 ,1.4 ,0.7 ,0.1 ,0.3 ,3.0 ,0.1 ,0.6 ,17.4 ,0.9 ,-0.2 ,0.3 
Aug-08,2.1 ,2.4 ,2.5 ,2.8 ,1.1 ,0.0 ,3.0 ,-2.9 ,4.1 ,8.1 ,5.0 ,4.9 ,5.3 ,6.7 ,-5.0 ,-10.1 ,-2.0 ,-2.0 ,5.2 ,7.2 ,4.4 ,-0.5 ,2.3 ,1.8 ,0.2 ,0.6 ,0.1 ,0.0 ,1.3 ,9.7 ,5.4 ,8.2 ,54.7 ,0.3 ,0.2 ,-2.9 ,-1.4 ,0.2 ,2.0 ,3.5 ,0.3 ,0.3 ,0.3 ,0.3 ,0.2 ,-0.3 ,-0.4 ,-0.3 ,1.4 ,-0.6 ,2.4 ,-0.5 ,-1.1 ,-2.0 ,0.3 ,4.7 ,0.9 ,7.8 ,0.4 ,0.7 ,0.8 ,0.0 ,0.6 ,-0.4 ,-19.3 ,1.1 ,0.2 ,1.2 ,0.4 ,0.1 ,0.2 ,3.4 ,0.1 ,-0.3 ,17.0 ,0.9 ,-0.4 ,0.3 
Sep-08,2.1 ,2.3 ,2.4 ,2.7 ,1.2 ,0.2 ,3.0 ,-3.2 ,4.2 ,8.3 ,3.5 ,1.9 ,4.2 ,7.1 ,-0.5 ,-3.2 ,-9.5 ,-10.0 ,5.5 ,7.5 ,4.5 ,-0.3 ,2.4 ,2.0 ,0.2 ,0.7 ,0.0 ,-0.1 ,1.6 ,9.2 ,5.1 ,8.5 ,50.3 ,0.3 ,0.4 ,-3.1 ,-0.8 ,-0.6 ,2.3 ,4.4 ,0.3 ,0.5 ,0.8 ,0.2 ,0.9 ,-0.7 ,-0.9 ,-0.4 ,2.1 ,-0.7 ,2.4 ,0.1 ,0.6 ,-1.1 ,0.2 ,3.8 ,1.3 ,6.0 ,0.4 ,0.6 ,0.8 ,0.0 ,0.4 ,-0.3 ,-18.9 ,0.5 ,0.3 ,1.7 ,0.5 ,0.1 ,-0.1 ,3.6 ,0.1 ,-0.3 ,14.7 ,0.9 ,-0.2 ,0.2 
Oct-08,1.7 ,1.9 ,2.1 ,2.3 ,1.2 ,0.2 ,3.2 ,-3.1 ,4.5 ,9.2 ,3.4 ,1.3 ,4.4 ,7.3 ,1.0 ,-0.8 ,-11.8 ,-12.4 ,5.5 ,7.7 ,4.8 ,0.0 ,2.8 ,2.2 ,0.2 ,0.7 ,-0.1 ,-0.1 ,1.5 ,8.0 ,4.6 ,9.0 ,38.6 ,0.4 ,0.3 ,-3.3 ,-1.1 ,-0.6 ,1.6 ,5.1 ,0.3 ,0.6 ,0.7 ,-0.5 ,0.8 ,-0.3 ,-0.3 ,-0.2 ,1.8 ,-0.2 ,2.2 ,-0.1 ,0.5 ,-1.5 ,0.2 ,1.7 ,0.8 ,2.7 ,0.4 ,0.7 ,0.8 ,0.0 ,0.5 ,-0.2 ,-20.4 ,0.7 ,0.4 ,1.8 ,0.1 ,0.1 ,-1.2 ,4.0 ,0.0 ,-0.3 ,10.2 ,1.0 ,-0.2 ,0.2 
Nov-08,1.0 ,1.0 ,1.2 ,1.2 ,1.1 ,0.0 ,3.7 ,-0.1 ,4.4 ,9.3 ,4.3 ,2.6 ,3.3 ,6.9 ,2.3 ,0.9 ,-5.5 ,-5.7 ,5.8 ,7.1 ,4.8 ,-0.1 ,2.4 ,2.1 ,0.2 ,0.6 ,-0.1 ,0.0 ,1.6 ,4.8 ,4.6 ,8.4 ,6.1 ,0.5 ,0.2 ,-2.7 ,-0.8 ,-0.8 ,1.6 ,4.2 ,-0.5 ,0.5 ,0.2 ,-0.5 ,0.2 ,0.1 ,0.2 ,0.0 ,1.7 ,0.1 ,2.2 ,-0.5 ,-0.9 ,-2.1 ,0.2 ,-2.3 ,0.7 ,-4.2 ,0.2 ,0.7 ,0.8 ,0.0 ,0.5 ,-0.5 ,-20.0 ,0.9 ,0.3 ,1.3 ,0.2 ,0.2 ,-1.4 ,4.1 ,0.0 ,-0.3 ,0.5 ,1.0 ,-0.3 ,0.3 
Dec-08,0.4 ,0.2 ,0.4 ,0.4 ,0.9 ,0.0 ,3.6 ,1.4 ,4.0 ,7.6 ,3.4 ,1.5 ,2.3 ,5.9 ,2.5 ,1.2 ,1.0 ,1.0 ,4.7 ,7.1 ,4.7 ,-0.5 ,2.7 ,2.1 ,0.1 ,0.6 ,-0.1 ,-0.1 ,1.5 ,1.8 ,4.6 ,7.3 ,-18.6 ,0.5 ,0.2 ,-3.2 ,-0.2 ,-0.2 ,1.5 ,4.1 ,-0.5 ,0.5 ,0.2 ,-0.9 ,0.3 ,0.3 ,0.4 ,0.0 ,1.7 ,-0.3 ,2.1 ,-0.4 ,-1.1 ,-1.7 ,0.2 ,-5.1 ,0.4 ,-9.1 ,0.6 ,0.7 ,0.8 ,0.0 ,0.5 ,-0.4 ,-21.0 ,0.7 ,0.3 ,1.6 ,0.0 ,0.2 ,-1.1 ,1.9 ,0.0 ,-0.3 ,-6.8 ,1.0 ,-0.3 ,0.3 
Jan-09,0.0 ,0.0 ,0.0 ,-0.1 ,0.7 ,-0.2 ,3.3 ,1.8 ,3.7 ,6.6 ,2.3 ,0.2 ,1.6 ,4.6 ,4.2 ,3.9 ,0.9 ,0.8 ,5.5 ,6.7 ,4.2 ,-0.4 ,2.5 ,2.1 ,0.0 ,0.6 ,-0.2 ,-0.2 ,1.5 ,2.3 ,8.1 ,7.2 ,-26.8 ,0.5 ,0.4 ,-2.2 ,-0.5 ,-0.6 ,1.1 ,4.5 ,-0.2 ,-0.8 ,-1.3 ,-0.8 ,-1.3 ,-1.2 ,-1.7 ,0.2 ,-0.2 ,-0.1 ,1.8 ,0.1 ,-1.1 ,-2.5 ,1.6 ,-6.3 ,0.1 ,-11.1 ,0.6 ,0.7 ,0.8 ,0.0 ,0.5 ,-1.4 ,-21.2 ,0.4 ,0.4 ,-0.1 ,-0.1 ,0.4 ,-1.4 ,1.3 ,0.0 ,-0.3 ,-8.2 ,0.9 ,-1.1 ,0.3 
Feb-09,-0.1 ,0.0 ,0.0 ,0.0 ,0.6 ,-0.1 ,2.6 ,-1.2 ,3.3 ,5.3 ,2.1 ,-0.5 ,1.0 ,3.8 ,-0.5 ,-3.1 ,1.3 ,1.4 ,5.1 ,6.8 ,4.0 ,-0.7 ,1.7 ,1.9 ,-0.1 ,0.5 ,-0.3 ,-0.2 ,1.4 ,2.2 ,8.1 ,6.3 ,-26.5 ,0.5 ,0.2 ,-2.8 ,-0.7 ,-1.1 ,1.3 ,4.3 ,-0.2 ,-0.2 ,-0.1 ,-1.1 ,-0.1 ,-0.6 ,-1.1 ,0.1 ,0.6 ,-0.9 ,1.7 ,0.0 ,-1.2 ,-2.7 ,1.6 ,-5.5 ,0.4 ,-9.8 ,0.6 ,1.0 ,0.8 ,7.6 ,0.8 ,-1.3 ,-22.7 ,0.3 ,0.5 ,0.1 ,-0.1 ,0.3 ,-1.1 ,0.9 ,0.0 ,-0.3 ,-7.3 ,1.1 ,-1.0 ,0.3 
Mar-09,-0.3 ,-0.1 ,-0.2 ,-0.1 ,0.5 ,-0.3 ,2.2 ,-2.1 ,2.9 ,4.9 ,0.7 ,-2.2 ,0.8 ,5.6 ,-1.3 ,-4.1 ,1.7 ,1.8 ,3.1 ,6.7 ,3.6 ,-1.0 ,0.9 ,1.7 ,-0.1 ,0.4 ,-0.3 ,-0.2 ,1.2 ,1.6 ,8.1 ,6.1 ,-31.0 ,0.5 ,-0.6 ,-3.9 ,-2.3 ,-1.7 ,1.1 ,2.9 ,-0.2 ,-0.5 ,-0.6 ,-0.9 ,-0.7 ,-1.1 ,-1.8 ,0.1 ,0.7 ,-0.7 ,1.5 ,0.1 ,-1.2 ,-2.3 ,1.6 ,-5.4 ,0.4 ,-9.6 ,0.6 ,0.8 ,0.8 ,7.6 ,-0.1 ,-1.1 ,-21.0 ,0.6 ,0.4 ,0.0 ,-0.2 ,0.2 ,-1.4 ,0.8 ,0.0 ,-0.3 ,-7.4 ,0.9 ,-0.9 ,0.3 
Apr-09,-0.1 ,-0.1 ,-0.1 ,-0.1 ,0.2 ,-0.4 ,1.6 ,-0.9 ,2.0 ,3.3 ,-0.3 ,-3.4 ,-0.4 ,2.2 ,3.2 ,3.6 ,-4.5 ,-4.7 ,2.3 ,5.9 ,2.7 ,-1.7 ,0.0 ,1.4 ,-0.1 ,0.2 ,-0.3 ,-0.4 ,0.9 ,0.2 ,5.7 ,4.5 ,-32.3 ,0.8 ,-0.9 ,-4.6 ,-1.1 ,-1.8 ,0.8 ,1.9 ,-0.1 ,-0.3 ,-0.6 ,-1.4 ,-0.6 ,-0.3 ,-0.4 ,0.2 ,0.9 ,-0.7 ,1.0 ,-0.3 ,-3.0 ,-2.2 ,1.7 ,-2.0 ,-1.0 ,-3.4 ,0.3 ,0.8 ,0.9 ,7.6 ,0.0 ,-2.2 ,-22.8 ,0.3 ,0.3 ,-1.5 ,-0.2 ,-0.1 ,-1.7 ,0.5 ,0.0 ,0.2 ,-3.6 ,1.2 ,-2.0 ,0.3 
May-09,-1.1 ,-1.1 ,-1.2 ,-1.3 ,-0.1 ,-0.5 ,1.0 ,-0.5 ,1.4 ,2.0 ,-0.1 ,-3.1 ,-0.7 ,1.5 ,1.6 ,1.6 ,-0.1 ,0.1 ,1.2 ,4.2 ,1.5 ,-2.2 ,-0.7 ,1.2 ,-0.1 ,0.1 ,-0.3 ,-0.5 ,1.0 ,-3.0 ,-0.1 ,2.4 ,-33.8 ,0.8 ,-1.6 ,-4.9 ,-1.9 ,-2.9 ,0.5 ,0.9 ,-0.1 ,-0.1 ,-0.5 ,-1.1 ,-0.4 ,0.0 ,-0.3 ,0.4 ,1.1 ,-0.9 ,0.9 ,-0.2 ,-3.0 ,-1.8 ,1.8 ,-5.6 ,-1.0 ,-9.2 ,0.0 ,0.9 ,0.8 ,7.6 ,0.0 ,-2.5 ,-23.2 ,0.0 ,0.2 ,-1.9 ,-0.2 ,0.0 ,-1.3 ,0.1 ,0.0 ,0.2 ,-11.5 ,1.1 ,-2.2 ,0.1 
Jun-09,-1.8 ,-1.7 ,-1.9 ,-1.9 ,-0.4 ,-0.7 ,-0.2 ,-3.6 ,0.5 ,-0.3 ,-0.9 ,-3.9 ,-1.6 ,0.9 ,-1.3 ,-2.9 ,-4.4 ,-4.5 ,-2.0 ,3.0 ,1.2 ,-2.5 ,-0.7 ,1.0 ,-0.2 ,0.1 ,-0.3 ,-0.5 ,0.9 ,-5.2 ,-1.7 ,1.2 ,-40.7 ,0.8 ,-1.7 ,-5.0 ,-2.2 ,-3.1 ,0.4 ,0.7 ,-0.1 ,-0.4 ,-0.6 ,-1.4 ,-0.6 ,-0.7 ,-0.9 ,0.2 ,0.9 ,-0.8 ,0.6 ,-0.3 ,-3.4 ,-1.9 ,1.8 ,-6.6 ,-1.2 ,-10.8 ,-0.5 ,0.9 ,0.8 ,7.6 ,0.0 ,-2.6 ,-23.1 ,0.2 ,0.2 ,-2.2 ,-0.4 ,0.0 ,-1.3 ,-1.2 ,0.0 ,0.2 ,-14.7 ,1.1 ,-2.5 ,-0.2 
Jul-09,-2.2 ,-2.2 ,-2.6 ,-2.5 ,-0.6 ,-0.9 ,-0.7 ,-4.3 ,0.1 ,-0.8 ,-1.1 ,-3.4 ,-2.1 ,0.3 ,-2.7 ,-4.8 ,-5.0 ,-5.2 ,-1.5 ,1.7 ,0.9 ,-2.8 ,-1.0 ,0.7 ,-0.2 ,-0.1 ,-0.3 ,-0.6 ,0.6 ,-8.1 ,-4.4 ,-2.8 ,-43.4 ,0.8 ,-2.9 ,-5.9 ,-2.6 ,-3.6 ,-0.5 ,-2.3 ,-0.1 ,-0.7 ,-1.1 ,-0.9 ,-1.1 ,-0.9 ,-1.1 ,-0.2 ,0.8 ,-1.3 ,0.7 ,0.0 ,-1.9 ,-2.6 ,1.8 ,-7.4 ,-1.5 ,-11.7 ,-0.5 ,0.9 ,0.8 ,7.6 ,0.0 ,-2.9 ,-23.6 ,-0.2 ,0.3 ,-2.5 ,-0.6 ,0.0 ,-1.8 ,-1.7 ,0.0 ,0.2 ,-17.5 ,1.0 ,-2.7 ,-0.2 
Aug-09,-2.2 ,-2.4 ,-2.6 ,-2.8 ,-0.8 ,-0.9 ,-0.1 ,1.7 ,-0.5 ,-1.1 ,-3.1 ,-5.3 ,-2.7 ,-0.7 ,7.6 ,12.9 ,-4.5 ,-4.7 ,-3.8 ,1.9 ,0.5 ,-2.8 ,-1.4 ,0.5 ,-0.2 ,-0.1 ,-0.3 ,-0.5 ,0.5 ,-9.1 ,-5.2 ,-4.1 ,-44.9 ,0.8 ,-3.1 ,-5.9 ,-3.2 ,-4.2 ,-0.7 ,-2.9 ,-0.1 ,-0.6 ,-0.7 ,-0.8 ,-0.6 ,-0.9 ,-1.1 ,-0.4 ,0.3 ,-1.5 ,0.6 ,0.0 ,-1.9 ,-2.3 ,1.7 ,-7.6 ,-1.2 ,-12.0 ,-1.3 ,0.9 ,0.8 ,7.6 ,0.0 ,-3.0 ,-22.8 ,-0.5 ,0.3 ,-2.8 ,-0.7 ,-0.1 ,-1.9 ,-2.2 ,0.0 ,0.2 ,-18.6 ,1.0 ,-2.8 ,-0.7 
Sep-09,-2.2 ,-2.3 ,-2.5 ,-2.7 ,-0.9 ,-1.0 ,-0.5 ,-0.1 ,-0.5 ,-1.3 ,-2.4 ,-3.6 ,-2.3 ,-0.8 ,2.3 ,4.2 ,-2.2 ,-2.2 ,-1.3 ,1.8 ,0.0 ,-3.1 ,-1.5 ,0.3 ,-0.2 ,-0.2 ,-0.2 ,-0.4 ,0.2 ,-9.1 ,-5.9 ,-5.4 ,-41.8 ,0.8 ,-3.5 ,-6.3 ,-4.1 ,-3.2 ,-1.1 ,-3.6 ,-0.1 ,-1.2 ,-2.3 ,-0.3 ,-2.5 ,0.0 ,0.1 ,-0.2 ,-0.2 ,-1.1 ,0.3 ,-0.3 ,-2.2 ,-3.1 ,1.7 ,-6.1 ,-1.3 ,-9.6 ,-1.3 ,0.9 ,0.8 ,7.6 ,0.2 ,-3.2 ,-23.5 ,-1.0 ,0.4 ,-2.9 ,-0.6 ,-0.1 ,-1.3 ,-2.1 ,0.0 ,0.2 ,-16.3 ,1.1 ,-3.0 ,-0.7 
Oct-09,-2.5 ,-2.2 ,-2.9 ,-2.6 ,-1.1 ,-1.1 ,-2.0 ,-6.8 ,-1.1 ,-2.5 ,-2.5 ,-3.2 ,-2.9 ,-1.0 ,-6.5 ,-10.0 ,-5.9 ,-6.1 ,-2.6 ,1.0 ,-1.1 ,-3.4 ,-1.8 ,0.1 ,-0.3 ,-0.3 ,-0.3 ,-0.4 ,-0.1 ,-9.0 ,-6.7 ,-7.2 ,-37.1 ,0.7 ,-3.8 ,-6.6 ,-3.8 ,-3.2 ,-1.0 ,-5.0 ,0.0 ,-1.4 ,-2.4 ,-0.7 ,-2.6 ,-0.7 ,-0.7 ,-0.4 ,-0.7 ,-1.4 ,0.2 ,-0.4 ,-2.4 ,-3.4 ,1.7 ,-4.6 ,-1.0 ,-7.2 ,-1.3 ,0.8 ,0.8 ,7.6 ,0.0 ,-3.5 ,-22.6 ,-1.6 ,0.2 ,-3.1 ,-0.6 ,-0.3 ,-1.5 ,-2.4 ,0.0 ,0.2 ,-14.1 ,0.9 ,-3.2 ,-0.7 
Nov-09,-1.9 ,-1.7 ,-2.2 ,-2.0 ,-1.1 ,-1.0 ,-2.1 ,-6.3 ,-1.2 ,-3.1 ,-3.9 ,-5.0 ,-2.5 ,-0.8 ,-4.9 ,-7.2 ,-6.6 ,-6.8 ,-2.0 ,0.9 ,-1.7 ,-3.2 ,-1.9 ,0.0 ,-0.3 ,-0.4 ,-0.3 ,-0.5 ,-0.3 ,-6.9 ,-6.4 ,-7.0 ,-24.0 ,0.6 ,-4.2 ,-8.2 ,-4.1 ,-3.1 ,-1.1 ,-4.4 ,0.8 ,-1.6 ,-2.6 ,-0.4 ,-2.8 ,-0.7 ,-0.8 ,-0.6 ,-0.3 ,-1.8 ,0.4 ,-0.1 ,-2.6 ,-2.3 ,1.8 ,-1.6 ,-1.0 ,-2.1 ,-1.0 ,0.8 ,0.8 ,7.6 ,0.0 ,-3.1 ,-22.7 ,-1.9 ,0.2 ,-2.5 ,-0.7 ,-0.3 ,-1.4 ,-2.2 ,0.0 ,0.2 ,-7.9 ,0.9 ,-2.9 ,-0.7 
Dec-09,-1.7 ,-1.3 ,-1.8 ,-1.5 ,-1.2 ,-1.2 ,-2.5 ,-7.6 ,-1.5 ,-3.4 ,-3.2 ,-3.7 ,-2.3 ,0.5 ,-6.5 ,-9.5 ,-9.9 ,-10.0 ,-2.9 ,0.2 ,-2.1 ,-3.2 ,-2.0 ,-0.1 ,-0.4 ,-0.4 ,-0.3 ,-0.5 ,-0.3 ,-4.9 ,-5.9 ,-6.5 ,-8.2 ,0.6 ,-4.8 ,-9.5 ,-4.7 ,-2.9 ,-1.4 ,-5.1 ,0.8 ,-1.9 ,-2.7 ,-0.3 ,-3.0 ,-1.3 ,-1.4 ,-1.3 ,-1.1 ,-1.9 ,0.3 ,-0.5 ,-3.3 ,-2.9 ,1.8 ,0.5 ,-1.0 ,1.9 ,-1.4 ,0.8 ,0.8 ,7.6 ,0.0 ,-3.3 ,-22.0 ,-2.8 ,0.2 ,-2.6 ,-0.5 ,-0.3 ,-1.7 ,-0.6 ,0.0 ,0.2 ,-2.4 ,0.9 ,-3.0 ,-0.7 
Jan-10,-1.3 ,-1.3 ,-1.5 ,-1.4 ,-1.3 ,-1.2 ,-1.9 ,-3.9 ,-1.5 ,-3.8 ,-3.2 ,-3.7 ,-2.3 ,1.2 ,-1.4 ,-1.1 ,-9.0 ,-9.2 ,-2.8 ,0.1 ,-2.3 ,-3.1 ,-1.8 ,-0.2 ,-0.3 ,-0.5 ,-0.2 ,-0.5 ,-0.5 ,-5.8 ,-9.7 ,-7.0 ,3.0 ,0.6 ,-5.5 ,-11.6 ,-4.4 ,-4.1 ,-1.4 ,-5.5 ,0.5 ,-1.4 ,-2.7 ,-1.4 ,-3.0 ,0.0 ,0.5 ,-1.3 ,-1.0 ,-1.4 ,0.4 ,-1.1 ,-3.4 ,-2.4 ,0.5 ,1.9 ,-1.1 ,4.4 ,-1.4 ,0.8 ,0.8 ,7.6 ,-0.3 ,-3.1 ,-22.3 ,-2.5 ,0.2 ,-2.2 ,-0.5 ,-0.4 ,-1.8 ,-0.3 ,0.0 ,0.2 ,-1.0 ,0.9 ,-2.7 ,-0.7 
Feb-10,-1.1 ,-1.2 ,-1.3 ,-1.3 ,-1.2 ,-1.1 ,-1.4 ,-1.2 ,-1.4 ,-3.8 ,-3.5 ,-3.8 ,-2.4 ,1.6 ,2.5 ,5.3 ,-8.5 ,-8.6 ,-2.8 ,0.1 ,-2.1 ,-2.7 ,-1.4 ,-0.1 ,-0.2 ,-0.5 ,-0.2 ,-0.6 ,-0.3 ,-5.0 ,-9.4 ,-6.1 ,8.2 ,0.6 ,-5.3 ,-10.6 ,-4.5 ,-3.9 ,-1.8 ,-5.4 ,0.5 ,-1.0 ,-1.5 ,-0.4 ,-1.5 ,-0.2 ,0.4 ,-1.5 ,-2.1 ,-1.9 ,0.6 ,-1.0 ,-3.3 ,-2.5 ,0.6 ,1.7 ,-1.1 ,4.0 ,-1.4 ,0.6 ,0.8 ,0.0 ,-0.1 ,-2.6 ,-20.3 ,-2.5 ,0.3 ,-1.8 ,-0.6 ,-0.2 ,-2.3 ,-0.4 ,0.0 ,0.2 ,-0.3 ,0.7 ,-2.4 ,-0.7 
Mar-10,-1.1 ,-1.2 ,-1.3 ,-1.4 ,-1.3 ,-1.1 ,-1.6 ,-0.6 ,-1.8 ,-4.0 ,-2.9 ,-2.5 ,-2.7 ,-2.2 ,1.6 ,3.8 ,-5.1 ,-5.3 ,-1.4 ,-0.7 ,-2.5 ,-2.4 ,-1.6 ,-0.2 ,-0.3 ,-0.5 ,-0.3 ,-0.6 ,-0.3 ,-4.2 ,-9.0 ,-5.3 ,14.6 ,0.6 ,-5.3 ,-10.5 ,-3.6 ,-4.3 ,-1.7 ,-5.7 ,0.5 ,-1.3 ,-1.5 ,-0.1 ,-1.6 ,-0.9 ,-0.5 ,-1.8 ,-2.0 ,-2.5 ,0.5 ,-1.1 ,-2.9 ,-3.1 ,0.6 ,1.5 ,-1.0 ,3.6 ,-1.4 ,0.8 ,0.8 ,0.0 ,0.6 ,-2.7 ,-21.6 ,-3.1 ,0.2 ,-1.7 ,-0.3 ,-0.2 ,-1.0 ,-0.1 ,0.0 ,0.2 ,0.1 ,0.8 ,-2.5 ,-0.7 
Apr-10,-1.2 ,-1.5 ,-1.4 ,-1.7 ,-1.6 ,-1.6 ,-0.7 ,5.0 ,-1.6 ,-3.5 ,-2.8 ,-2.3 ,-2.7 ,-1.7 ,7.6 ,13.4 ,-0.4 ,-0.3 ,-2.9 ,-0.5 ,-2.3 ,-2.1 ,-1.4 ,-0.2 ,-0.3 ,-0.6 ,-0.3 ,-0.5 ,-0.6 ,-4.1 ,-9.4 ,-5.4 ,19.2 ,0.1 ,-4.8 ,-9.2 ,-5.0 ,-3.1 ,-1.5 ,-5.2 ,0.4 ,-1.7 ,-2.0 ,0.4 ,-2.0 ,-1.3 ,-1.2 ,-1.9 ,-1.8 ,-2.7 ,0.3 ,-0.1 ,-0.1 ,-2.4 ,0.7 ,1.9 ,-0.6 ,4.1 ,-1.1 ,-13.0 ,-17.4 ,0.4 ,0.3 ,-1.8 ,-18.8 ,-3.2 ,0.0 ,-0.2 ,-0.4 ,-0.1 ,-1.3 ,-0.3 ,0.0 ,0.0 ,0.6 ,-10.7 ,-1.8 ,-0.7 
May-10,-0.9 ,-1.2 ,-1.0 ,-1.3 ,-1.7 ,-1.6 ,-0.9 ,3.8 ,-1.7 ,-2.9 ,-2.1 ,-1.2 ,-2.9 ,-1.5 ,5.7 ,10.5 ,-0.3 ,-0.3 ,-1.5 ,-1.8 ,-2.2 ,-1.9 ,-1.3 ,-0.2 ,-0.4 ,-0.5 ,-0.3 ,-0.5 ,-0.6 ,-0.5 ,-3.8 ,-2.8 ,25.6 ,0.1 ,-4.7 ,-9.8 ,-4.2 ,-2.7 ,-1.5 ,-4.4 ,0.4 ,-1.8 ,-2.2 ,0.1 ,-2.4 ,-1.5 ,-1.2 ,-2.1 ,-1.7 ,-2.6 ,0.1 ,-0.3 ,-0.1 ,-3.6 ,0.7 ,2.4 ,-0.7 ,4.8 ,-0.7 ,-13.0 ,-17.4 ,0.4 ,0.3 ,-1.7 ,-18.6 ,-3.3 ,0.2 ,-0.1 ,-0.4 ,-0.1 ,-1.2 ,-0.6 ,0.0 ,0.0 ,4.8 ,-10.7 ,-1.7 ,-0.5 
Jun-10,-0.7 ,-1.0 ,-0.8 ,-1.2 ,-1.5 ,-1.5 ,-0.1 ,7.0 ,-1.3 ,-2.7 ,-1.5 ,-0.4 ,-1.9 ,-1.4 ,5.4 ,9.8 ,12.3 ,12.9 ,0.5 ,-1.5 ,-2.0 ,-1.8 ,-1.5 ,-0.1 ,-0.4 ,-0.6 ,-0.4 ,-0.5 ,-0.8 ,0.8 ,-2.0 ,-1.2 ,24.1 ,0.3 ,-4.9 ,-10.5 ,-4.5 ,-2.0 ,-1.2 ,-4.7 ,0.4 ,-1.6 ,-1.8 ,0.4 ,-1.9 ,-1.2 ,-1.0 ,-1.8 ,-1.4 ,-2.9 ,0.3 ,0.0 ,0.4 ,-3.0 ,0.7 ,1.4 ,-0.7 ,3.2 ,-0.9 ,-13.0 ,-17.4 ,0.4 ,0.3 ,-1.4 ,-17.8 ,-2.5 ,0.1 ,0.2 ,-0.4 ,-0.1 ,-1.3 ,-0.3 ,0.0 ,0.0 ,4.5 ,-10.7 ,-1.3 ,-0.5 
